ID,Date,Team,Contact Type,Maven URL,Conversation ID,Sentiment,Interaction Count,User Request Summary,Agent Response Summary,Resolution Status,Transcript,Intent,Failure Mode,Escalation Trigger,Confidence,AI Notes,QA Status,⚠️ Value Check
11.0,2026-05-12 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/65e9c99c-db52-4771-b28c-e5812be78f3b,65e9c99c-db52-4771-b28c-e5812be78f3b,NEGATIVE,25.0,"The customer requested the removal of a misleading review, citing inaccuracies in pricing. After initial responses, the customer insisted on escalating the case for further review by a senior specialist.","The agent acknowledged the customer's concerns about a misleading review and provided options for disputing it. After the customer requested escalation, the agent confirmed the case would be escalated for further review, while setting expectations about the outcome. The agent also provided additional tips for handling reviews and confirmed the escalation process.",Escalated,"User: I would like to request a review investigation/removal because I believe this review is inaccurate and possibly intended for another professional.

The customer claims I quoted hourly pricing and then charged per item, but this was not an hourly job. The job was created through the platform as a per-item furniture assembly project at $44 per chair (4 chairs total).

[...middle omitted...]
 suggest responding to your reviews. Doing so shows that you appreciate your customers and their feedback. This can lead to repeat business and referrals. Our help center has some great tips for responding to reviews: https://help.thumbtack.com/article/respond-to-reviews
User: You may also receive a short email survey about our interaction today. Your feedback would be greatly appreciated! If you run into anything else, our help center at help.thumbtack.com is also available. 

Thank you again for contacting Thumbtack Support! Have a good one 😊",remove inaccurate misdirected review,missing_authority,evidence_ignored,high,Review removal requires human Trust & Safety judgment that Maven cannot adjudicate.,,OK
12.0,2026-05-20 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/702b667f-08b4-4c59-8e62-2b94cf83ace6,702b667f-08b4-4c59-8e62-2b94cf83ace6,NEGATIVE,26.0,"The customer reported an unpaid job and requested assistance, eventually asking to connect with a live agent.","The agent provided steps to report the unpaid job and assured the customer that Thumbtack will cover the payment. After the customer filed a report, the agent connected them to a live agent for further assistance, who prioritized the issue and confirmed the unpaid amount. The agent also suggested the customer improve their profile on Thumbtack.",Escalated,"User: My name is Markese Farrar and I'm the owner of Karen's Kleaning Service. I did a job yesterday and the customer never paid me for the job
User: Will I still get paid
User: Thanks
User: I filed my concerns  report. What now
User: Good morning is there a live agent available
User: Karenskleanings@gmail.com
User: Karenskleaning31@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

[...middle omitted...]
tly stands and what you could do to make it even better. As you complete more of the suggested items, your profile strength will go up. If you'd like to know more about improving your profile, you can check this link: https://help.thumbtack.com/article/improve-my-profile
User: You may also receive a short email survey about our interaction today. Your feedback would be greatly appreciated! If you run into anything else, our help center at help.thumbtack.com is also available. 

Thank you again for contacting Thumbtack Support! Have a good one 😊",get paid for unpaid completed job,missing_tool,explicit_human_request,high,Payment guarantee processing for an unpaid job requires human handling Maven cannot execute.,,OK
13.0,2026-06-05 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/737bee6c-b91a-4ac9-babf-d533f22a9dc8,737bee6c-b91a-4ac9-babf-d533f22a9dc8,NEGATIVE,26.0,The customer reported an issue with submitting a background check and sought assistance.,"The agent initially provided troubleshooting steps for the background check issue, then escalated the request to a support team when the issue persisted. After escalation, a support agent connected with the customer, verified their identity, and provided a direct link to successfully submit the background check. The customer confirmed the issue was resolved after using the link.",Escalated,"User: Hey, it’s not allowing me to do a background check.
User: I tried that
User: Curtisjmoore@gmail.com
User: Okay...thank you.
User: Asking the user if they will take a survey and if they need more help: Did I resolve your issue? If you still need help, let's keep chatting. If you're all set, please share your thoughts in our quick survey: https://thumbtack.co1.qualtrics.com/jfe/form/SV_9TEDedBJGqMWbTD?&Q_CreateFormSession=1&maven_id=737bee6c-
[...middle omitted...]
User: For other helpful resources and self-help options, you may consider visiting this link https://help.thumbtack.com/.

Thank you again for contacting us today and being the best part of Thumbtack!

By the way, you may receive a short email (or text) survey about our chat today. Your feedback would be greatly appreciated! 😊

Again, this is Chris. Always rooting for your success - Have a great weekend and stay safe!",submit blocked background check,knowledge_gap,process_required,high,Maven lacked the specific working background-check link and identity-verified flow the human provided.,,OK
14.0,2026-05-13 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/d79d2f07-3099-49c0-8b11-27510b4e8d0b,d79d2f07-3099-49c0-8b11-27510b4e8d0b,NEUTRAL,29.0,The user reported being overcharged and confirmed a duplicate charge for adding funds to their Thumbtack balance.,"The agent acknowledged the user's concern about being overcharged, asked for details, confirmed the issue was related to adding funds, and escalated the issue to a support agent. The support agent then requested the user's personal information to assist further and provided guidance on checking charges.",Escalated,"User: Hello
User: I have been overcharged
User: My bank statement shows I've been charged twice for a transaction
User: Yes
User: Yes
User: Adding funds
User: Rick@zimmermanphotography.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 30402705-9da9-4116-99bc-35acdf95ad92
[...middle omitted...]
User: I see
User: 2 charges for $75.76 from Lori Lewis and Meg Sidebottom
User: Just to make sure that we are still connected, are you still there?
User: Perhaps you might be busy at the moment. Please don't hesitate to reach back to us if you still need help, and we can pick up where we left off. Therefore, if you still have a pending issue on hand, You may want to visit our Help Center page at https://help.thumbtack.com/   

Thanks again for contacting Thumbtack Support, have a good one!",refund duplicate charge for adding funds,process_gap,process_required,high,Duplicate-charge refund requires human review of payment records Maven cannot access or reverse.,,OK
15.0,2026-05-27 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/a00ff056-5efe-48a1-a33d-951664f72b63,a00ff056-5efe-48a1-a33d-951664f72b63,NEUTRAL,24.0,"The customer inquired about a charge for a lead they did not use, requested a refund, and expressed frustration over account access issues.","The agent explained the lead charge process and provided steps for requesting a refund. After the customer expressed confusion about a pending charge, the agent escalated the issue to another support agent. The second agent confirmed the charge was valid and outside the refund window, advising the customer to settle the balance to regain account access.",Escalated,"User: Hi, my name is Justin and I’ve been a thumbtack pro for a while. I haven’t used my account in a while and upon signing in I realized I was charged for a lead I never even looked at or used or went to?
User: Yes because I didn't know if somebody reaches out to me there would be a lead charge.
User: I can't find refund policy I would like a refund can you help
[...middle omitted...]

Phone support is available by calling ************
Text support is available by texting ************
Chat support is available when you login to your Thumbtack account

All channels are open from 6am to 6pm MDT Mondays to Fridays except holidays.

For helpful resources and self-help options, you may consider visiting this link https://help.thumbtack.com/. 

And lastly, I just have a small favor— you might get a short SMS survey about today’s chat. We’d really love your feedback! Thank you, and have an amazing day!",refund lead charge never used,knowledge_gap,process_required,medium,Refund eligibility ruling and account-access-after-balance require human determination Maven cannot make.,,OK
16.0,2026-05-18 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/eb8ceab9-05ca-40ce-befb-80d03b81173b,eb8ceab9-05ca-40ce-befb-80d03b81173b,NEUTRAL,16.0,The customer requested to close their account and later asked for refunds on automatic charges they did not authorize.,"The agent provided steps for requesting refunds for automatic charges and explained the billing process. After the customer requested to speak with a live person, the agent connected them to a live support agent.",Escalated,"User: Close account
User: Refund
User: Hello
User: I would like a refund on the automatic charges I didn’t request for
User: I’m getting billed for work I don’t do
User: No just refund what has been billed for jobs I don’t do
User: Hello
User: I would like a refund on the automatic charges I didn’t request for
User: Hello
User: Are you a live person
User: Can I chat with a live person
User: Sam@nysecurity.net
[...middle omitted...]

To make sure I’m addressing you properly and keeping our conversation as personal and respectful as possible, may I kindly ask for your name? Thank you!
User: No rush. I am here to help when you are ready.
User: It seems like you might be busy at the moment. Please feel free to reach out whenever you're ready, and we’ll happily continue from where we left off. You may receive a survey today. Your feedback would be greatly appreciated. Thank you for your time and for choosing Thumbtack.",refund unauthorized automatic lead charges,process_gap,explicit_human_request,medium,Refunding disputed automatic charges requires human review Maven cannot perform.,,OK
17.0,2026-06-08 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/2c85b99e-fafd-4cf2-93a3-1160dfaa52db,2c85b99e-fafd-4cf2-93a3-1160dfaa52db,NEUTRAL,13.0,The customer inquired about a missing direct deposit payment and expressed urgency for resolution.,"The agent acknowledged the customer's issue with a delayed direct deposit and asked for details to assist. After confirming the payment was made, the agent escalated the issue to a support team for further investigation and provided the customer with a follow-up from a human agent.",Escalated,"User: Hello
User: Good thanks .
I'm waiting on a direct deposit I didn't get yet for 371.
Zully had paid
User: Yes it has been set up and every Payment I got has been so
User: No it was a direct deposit in my account and they took there percentage
User: I'm letting you know this is a direct payment that does not take 3-4 days
User: Payment was made I did not get deposit look on my account under depoit.
User: Not made
User: Creamfein13@gmail.com
[...middle omitted...]
User: I don't mean to rush you in any way as you may be typing or may not have noticed we replied to your message, but please let me know if you still need help? I'm here.
User: Perhaps you might be busy at the moment, but that's totally okay! Please don't hesitate to circle back if you still need help. In the meantime, you may visit our Help Center for more information: https://help.thumbtack.com

Thanks for contacting Thumbtack Support. Have a good one and stay safe!",locate missing direct deposit payment,process_gap,process_required,high,Tracing a missing deposit requires human payments-team investigation Maven cannot conduct.,,OK
18.0,2026-06-05 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/36249385-d1fd-4b8f-828b-e7c61b9fe801,36249385-d1fd-4b8f-828b-e7c61b9fe801,NEUTRAL,27.0,"The customer inquired about joining Thumbtack, upfront costs, job availability, lead costs, and requested to speak with a live agent for more information.","The agent confirmed that Thumbtack has no upfront cost to join and explained how to set job preferences. They provided information on lead costs, phone support availability, and connected the customer to a live agent for further assistance. The agent also answered questions about sprinkler system services and provided average lead costs for the customer's area.",Escalated,"User: Is this Thumbtack
User: Im thinking about joining. What is the up front cost to start
User: So no up front cost. 
How do I know if you have the jobs im looking for
User: What is the cost per lead?
User: is there a phone number to talk to someone
[...middle omitted...]

You can contact us via the following channels:

Phone support is available by calling ************
Text support is available by texting ************
Chat support is available when you login to your Thumbtack account

All channels are open from 6am to 6pm MDT Mondays to Fridays except holidays.

For helpful resources and self-help options, you may consider visiting this link https://help.thumbtack.com/. 

Thank you again for contacting Thumbtack. Have a great weekend and stay safe!",learn signup cost and lead pricing,knowledge_gap,explicit_human_request,medium,Pro requested a human for reassurance; questions were answerable with better KB so largely containable.,,OK
19.0,2026-05-12 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/ed13a237-96f0-4493-b6db-61d283768572,ed13a237-96f0-4493-b6db-61d283768572,NEGATIVE,26.0,"Customer requests a refund for two duplicate charges of $24.98, stating they were not taking customers and the leads did not match their preferences.",Agent confirms the charges and explains that the account needs to be reactivated to process the refund. Provides links for reactivation and refund request procedures. The case was escalated to another support agent for further assistance.,Escalated,"User: I want my money refunded. I was not taking customers or leads when you guys charged me
User: I wasn't taking customers and it didn't match my preferences
User: I was charged twice for leads
User: I was charged $24.98 twice. I want both of those charges refunded
User: b.memedi2@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 76396c3d-4116-4842-8897-2010222530c7
[...middle omitted...]

Phone support is available by calling ************
Text support is available by texting ************
Chat support is available when you login to your Thumbtack account

All channels are open from 6am to 6pm MDT Mondays to Fridays except holidays.

For helpful resources and self-help options, you may consider visiting this link https://help.thumbtack.com/. 

And lastly, I just have a small favor— you might get a short SMS survey about today’s chat. We’d really love your feedback! Thank you, and have an amazing day!",refund duplicate lead charges while inactive,process_gap,process_required,high,Refund tied to reactivation and manual charge review requires human processing Maven cannot do.,,OK
20.0,2026-05-13 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/41399192-37ed-4ed4-b4e9-2b7ae4e0192c,41399192-37ed-4ed4-b4e9-2b7ae4e0192c,NEUTRAL,7.0,"The customer requested help with lead pricing, expressed that the price was too high, and needed assistance in fixing it.","The agent provided information on adjusting lead prices and offered step-by-step instructions. After the customer expressed continued difficulty, the agent requested the customer's email to connect them with support.",Escalated,"User: Help
User: Lead pricing
User: Customer service
User: Lead price is too high and I can't fix it
User: Yes I need HELP
User: postperfectllc@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 640b331a-8956-4c8e-b8ee-ff9545d2df57",fix lead price set too high,knowledge_gap,repeated_unanswered,medium,"Maven's instructions didn't resolve the pricing-control issue, leaving the pro stuck.",,OK
21.0,2026-06-01 00:00:00,Commercial Ops,homeowner,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/de3a7c8c-b349-4612-89b8-2d5e3acfaf6c,de3a7c8c-b349-4612-89b8-2d5e3acfaf6c,NEUTRAL,21.0,"User requested customer service and a refund, then escalated to a support agent regarding an incident with a pro that caused damage to their home.","Agent provided refund instructions, escalated the request to a support agent, and addressed the user's concern about an incident with a pro, offering further assistance and resources.",Escalated,"User: Hello I’m contact about thumbtack
User: I need Customer Service
User: I need a refund
User: Customer Service
User: Something else
User: Customer Service
User: Jeremyw2790@gmail.com
User: Jeremyw2790@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 12f0471c-1e78-4c1f-b873-34a91e9879f1
[...middle omitted...]
User: Perhaps you might be busy at the moment, but that's totally okay! Please don't hesitate to circle back if you still need help.  In the meantime, you may visit our Help Center for more information: https://help.thumbtack.com. Also, you may receive a short survey about our discussion today in 24 hours. It would be helpful if you can take a few moments to complete the survey and tell us how we are doing. 

Thanks for contacting Thumbtack Support. Always rooting for your success - have a great week ahead and stay safe!",report pro damaging home and get refund,missing_authority,policy_required,medium,Property-damage incident and refund require human Trust & Safety handling beyond Maven.,,OK
22.0,2026-05-19 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/f3747ef5-6af8-4458-bd28-1e91663188e1,f3747ef5-6af8-4458-bd28-1e91663188e1,NEUTRAL,15.0,The customer inquired about being charged for leads without landing jobs and requested a refund.,"The agent explained Thumbtack's charging policy for leads and offered assistance with refund requests. After the customer expressed dissatisfaction, the agent escalated the issue to a support agent for further assistance.",Escalated,"User: Hey there why I bee charge with no job landing?
User: That's not cool
User: Even I don't reply to lead?
User: I don't think that's fair, it will nice to get jobs first or reply to the customer first before get charged. This is look like a scam to me.
User: I want a refund
User: I didn't reply most of the leads i should not have to charge. I only replied to 2 customers and they didn't reply back to me.
[...middle omitted...]
User: I don't mean to rush you in any way, just wanted to check if we're still connected?
User: Perhaps you might be busy at the moment, but that's totally okay! Please don't hesitate to circle back if you still need help and we can pick up from where we left off. In the meantime, you may receive a short email (or text) survey about our chat today. Your feedback would be greatly appreciated!

Again, this is Neil - Thank you for choosing Thumbtack. Always rooting for your success and have a wonderful day!",refund lead charges with no jobs,emotional_barrier,emotional_distress,medium,Maven's policy explanation didn't address the pro's fairness grievance or refund demand.,,OK
